flowdate,hour,period,zone,volumespurchased,volumessold,minimumpurchasingprice,averagepurchasingprice,maximumsellingprice,averagesellingprice
20251220,13,49,GREC,0.000000,0.000000,null,null,null,null
20251220,13,50,GREC,0.000000,0.000000,null,null,null,null
20251220,14,53,GREC,0.000000,0.000000,null,null,null,null
20251220,14,54,GREC,0.000000,0.000000,null,null,null,null
20251220,14,55,GREC,0.000000,0.000000,null,null,null,null
20251220,14,56,GREC,0.000000,0.000000,null,null,null,null
20251220,15,57,GREC,0.000000,0.000000,null,null,null,null
20251220,15,58,GREC,0.000000,0.000000,null,null,null,null
20251220,15,59,GREC,0.000000,0.000000,null,null,null,null
20251220,15,60,GREC,0.000000,0.000000,null,null,null,null
20251220,16,61,GREC,0.000000,0.000000,null,null,null,null
20251220,16,62,GREC,0.000000,0.000000,null,null,null,null
20251220,16,63,GREC,0.000000,0.000000,null,null,null,null
20251220,16,64,GREC,0.000000,0.000000,null,null,null,null
20251220,17,65,GREC,0.000000,0.000000,null,null,null,null
20251220,17,66,GREC,0.000000,0.000000,null,null,null,null
20251220,17,67,GREC,0.000000,0.000000,null,null,null,null
20251220,17,68,GREC,0.000000,0.000000,null,null,null,null
20251220,18,69,GREC,0.000000,0.000000,null,null,null,null
20251220,18,70,GREC,0.000000,0.000000,null,null,null,null
20251220,18,71,GREC,0.000000,0.000000,null,null,null,null
20251220,18,72,GREC,0.000000,0.000000,null,null,null,null
20251220,19,73,GREC,0.000000,0.000000,null,null,null,null
20251220,19,74,GREC,0.000000,0.000000,null,null,null,null
20251220,19,75,GREC,0.000000,0.000000,null,null,null,null
20251220,19,76,GREC,0.000000,0.000000,null,null,null,null
20251220,20,77,GREC,0.000000,0.000000,null,null,null,null
20251220,20,78,GREC,0.000000,0.000000,null,null,null,null
20251220,20,79,GREC,0.000000,0.000000,null,null,null,null
20251220,20,80,GREC,0.000000,0.000000,null,null,null,null
20251220,21,81,GREC,0.000000,0.000000,null,null,null,null
20251220,21,82,GREC,0.000000,0.000000,null,null,null,null
20251220,21,84,GREC,0.000000,0.000000,null,null,null,null
20251220,22,85,GREC,0.000000,0.000000,null,null,null,null
20251220,22,86,GREC,0.000000,0.000000,null,null,null,null
20251220,8,31,MALT,0.000000,0.000000,null,null,null,null
20251220,8,32,MALT,0.000000,0.000000,null,null,null,null
20251220,9,33,MALT,0.000000,0.000000,null,null,null,null
20251220,9,34,MALT,0.000000,0.000000,null,null,null,null
20251220,9,35,MALT,0.000000,0.000000,null,null,null,null
20251220,9,36,MALT,0.000000,0.000000,null,null,null,null
20251220,10,37,MALT,0.000000,0.000000,null,null,null,null
20251220,10,38,MALT,0.000000,0.000000,null,null,null,null
20251220,10,39,MALT,0.000000,0.000000,null,null,null,null
20251220,10,40,MALT,0.000000,0.000000,null,null,null,null
20251220,11,41,MALT,0.000000,0.000000,null,null,null,null
20251220,11,42,MALT,0.000000,0.000000,null,null,null,null
20251220,11,43,MALT,0.000000,0.000000,null,null,null,null
20251220,11,44,MALT,0.000000,0.000000,null,null,null,null
